자동,수동  경로점  GPS Time  Latitude  Longtitude  Altitude  PRN #
0   0   1.530597932E9   37.547607   127.120086	0.0	
0   0   1.530597934E9   37.547605   127.120086	0.0	
0   0   1.530597935E9   37.547604   127.120086	0.0	
0   0   1.530597936E9   37.547604   127.120086	0.0	
0   0   1.530597937E9   37.547603   127.120086	0.0	
0   0   1.530597938E9   37.547602   127.120086	0.0	
0   0   1.530597939E9   37.547601   127.120086	0.0	
0   0   1.53059794E9   37.547601   127.120086	0.0	
0   0   1.530597941E9   37.547600   127.120086	0.0	
0   0   1.530597941E9   37.547600   127.120086	0.0	
0   0   1.530597943E9   37.547599   127.120085	0.0	
0   0   1.530597944E9   37.547599   127.120085	0.0	
0   0   1.530597945E9   37.547599   127.120085	0.0	
0   0   1.530597946E9   37.547600   127.120085	0.0	
0   0   1.530597947E9   37.547601   127.120084	0.0	
0   0   1.530597948E9   37.547602   127.120084	0.0	
0   0   1.530597949E9   37.547603   127.120084	0.0	
0   0   1.53059795E9   37.547604   127.120083	0.0	
0   0   1.530597951E9   37.547605   127.120083	0.0	
0   0   1.530597951E9   37.547605   127.120083	0.0	
0   0   1.530597952E9   37.547606   127.120083	0.0	
0   0   1.530597953E9   37.547606   127.120082	0.0	
0   0   1.530597954E9   37.547607   127.120082	0.0	
0   0   1.530597956E9   37.547608   127.120081	0.0	
0   0   1.530597956E9   37.547608   127.120081	0.0	
0   0   1.530597958E9   37.547607   127.120080	0.0	
0   0   1.530597958E9   37.547607   127.120079	0.0	
0   0   1.530597959E9   37.547607   127.120079	0.0	
0   0   1.53059796E9   37.547607   127.120079	0.0	
0   0   1.530597961E9   37.547606   127.120079	0.0	
0   0   1.530597962E9   37.547606   127.120078	0.0	
0   0   1.530597963E9   37.547605   127.120078	0.0	
0   0   1.530597964E9   37.547605   127.120078	0.0	
0   0   1.530597965E9   37.547606   127.120078	0.0	
0   0   1.530597966E9   37.547605   127.120078	0.0	
0   0   1.530597967E9   37.547605   127.120078	0.0	
0   0   1.530597968E9   37.547605   127.120078	0.0	
0   0   1.530597969E9   37.547603   127.120077	0.0	
0   0   1.53059797E9   37.547602   127.120077	0.0	
0   0   1.530597971E9   37.547602   127.120077	0.0	
0   0   1.530597972E9   37.547601   127.120078	0.0	
0   0   1.530597973E9   37.547600   127.120078	0.0	
0   0   1.530597975E9   37.547599   127.120077	0.0	
0   0   1.530597975E9   37.547599   127.120077	0.0	
0   0   1.530597977E9   37.547598   127.120077	0.0	
0   0   1.530597978E9   37.547597   127.120077	0.0	
0   0   1.530597979E9   37.547596   127.120077	0.0	
0   0   1.530597979E9   37.547597   127.120077	0.0	
0   0   1.530597981E9   37.547597   127.120076	0.0	
0   0   1.530597982E9   37.547596   127.120076	0.0	
0   0   1.530597983E9   37.547596   127.120076	0.0	
0   0   1.530597983E9   37.547596   127.120076	0.0	
0   0   1.530597985E9   37.547597   127.120075	0.0	
0   0   1.530597985E9   37.547597   127.120075	0.0	
0   0   1.530597985E9   37.547597   127.120075	0.0	
0   0   1.530597988E9   37.547597   127.120076	0.0	
0   0   1.530597988E9   37.547597   127.120076	0.0	
0   0   1.530597989E9   37.547597   127.120076	0.0	
0   0   1.530597993E9   37.547596   127.120077	0.0	
0   0   1.530597994E9   37.547596   127.120077	0.0	
0   0   1.530597994E9   37.547597   127.120077	0.0	
0   0   1.530597995E9   37.547597   127.120077	0.0	
0   0   1.530597997E9   37.547597   127.120078	0.0	
0   0   1.530597997E9   37.547597   127.120078	0.0	
0   0   1.530597998E9   37.547598   127.120079	0.0	
0   0   1.530597999E9   37.547598   127.120079	0.0	
0   0   1.530597999E9   37.547598   127.120080	0.0	
0   0   1.530597999E9   37.547598   127.120080	0.0	
0   0   1.530597999E9   37.547598   127.120080	0.0	
0   0   1.530598004E9   37.547598   127.120083	0.0	
0   0   1.530598004E9   37.547598   127.120083	0.0	
0   0   1.530598012E9   37.547602   127.120087	0.0	
0   0   1.530598013E9   37.547602   127.120087	0.0	
0   0   1.530598013E9   37.547601   127.120087	0.0	
0   0   1.530598013E9   37.547601   127.120087	0.0	
0   0   1.530598019E9   37.547601   127.120088	0.0	
0   0   1.530598021E9   37.547598   127.120090	0.0	
0   0   1.530598022E9   37.547598   127.120090	0.0	
0   0   1.530598022E9   37.547597   127.120091	0.0	
0   0   1.530598024E9   37.547597   127.120092	0.0	
0   0   1.530598025E9   37.547598   127.120092	0.0	
0   0   1.530598025E9   37.547598   127.120092	0.0	
0   0   1.530598027E9   37.547598   127.120092	0.0	
0   0   1.530598028E9   37.547596   127.120092	0.0	
0   0   1.530598029E9   37.547596   127.120092	0.0	
0   0   1.53059803E9   37.547596   127.120092	0.0	
0   0   1.530598031E9   37.547595   127.120092	0.0	
0   0   1.530598031E9   37.547595   127.120093	0.0	
0   0   1.530598033E9   37.547594   127.120093	0.0	
0   0   1.530598033E9   37.547594   127.120093	0.0	
0   0   1.530598034E9   37.547595   127.120092	0.0	
0   0   1.530598035E9   37.547595   127.120092	0.0	
0   0   1.530598037E9   37.547597   127.120092	0.0	
0   0   1.530598038E9   37.547597   127.120092	0.0	
0   0   1.53059804E9   37.547598   127.120092	0.0	
0   0   1.53059804E9   37.547598   127.120092	0.0	
0   0   1.530598042E9   37.547598   127.120092	0.0	
0   0   1.530598044E9   37.547598   127.120091	0.0	
0   0   1.530598045E9   37.547599   127.120090	0.0	
0   0   1.530598045E9   37.547599   127.120091	0.0	
0   0   1.530598046E9   37.547597   127.120090	0.0	
0   0   1.530598048E9   37.547599   127.120086	0.0	
0   0   1.530598048E9   37.547599   127.120086	0.0	
0   0   1.53059805E9   37.547599   127.120088	0.0	
0   0   1.530598051E9   37.547603   127.120086	0.0	
0   0   1.530598053E9   37.547619   127.120063	0.0	
0   0   1.530598054E9   37.547625   127.120044	0.0	
0   0   1.530598055E9   37.547633   127.120029	0.0	
0   0   1.530598055E9   37.547642   127.120024	0.0	
0   0   1.530598057E9   37.547682   127.120013	0.0	
0   0   1.530598057E9   37.547692   127.120000	0.0	
0   0   1.530598059E9   37.547716   127.119989	0.0	
0   0   1.530598059E9   37.547735   127.119972	0.0	
0   0   1.530598061E9   37.547763   127.119952	0.0	
0   0   1.530598062E9   37.547797   127.119918	0.0	
0   0   1.530598063E9   37.547814   127.119901	0.0	
0   0   1.530598064E9   37.547832   127.119879	0.0	
0   0   1.530598065E9   37.547842   127.119866	0.0	
0   0   1.530598066E9   37.547845   127.119861	0.0	
0   0   1.530598067E9   37.547847   127.119856	0.0	
0   0   1.530598067E9   37.547847   127.119856	0.0	
0   0   1.530598069E9   37.547848   127.119861	0.0	
0   0   1.530598069E9   37.547848   127.119861	0.0	
0   0   1.53059807E9   37.547846   127.119861	0.0	
0   0   1.530598073E9   37.547842   127.119860	0.0	
0   0   1.530598074E9   37.547843   127.119859	0.0	
0   0   1.530598075E9   37.547842   127.119861	0.0	
0   0   1.530598076E9   37.547839   127.119866	0.0	
0   0   1.530598077E9   37.547828   127.119877	0.0	
0   0   1.530598078E9   37.547803   127.119892	0.0	
0   0   1.530598079E9   37.547787   127.119905	0.0	
0   0   1.53059808E9   37.547762   127.119929	0.0	
0   0   1.530598081E9   37.547752   127.119940	0.0	
0   0   1.530598082E9   37.547736   127.119957	0.0	
0   0   1.530598083E9   37.547706   127.119987	0.0	
0   0   1.530598085E9   37.547678   127.120015	0.0	
0   0   1.530598085E9   37.547669   127.120024	0.0	
0   0   1.530598086E9   37.547643   127.120053	0.0	
0   0   1.530598087E9   37.547638   127.120058	0.0	
0   0   1.530598088E9   37.547611   127.120082	0.0	
0   0   1.530598089E9   37.547603   127.120088	0.0	
0   0   1.53059809E9   37.547595   127.120089	0.0	
0   0   1.530598091E9   37.547595   127.120090	0.0	
0   0   1.530598092E9   37.547596   127.120091	0.0	
0   0   1.530598092E9   37.547597   127.120091	0.0	
0   0   1.530598094E9   37.547599   127.120093	0.0	
0   0   1.530598095E9   37.547599   127.120096	0.0	
0   0   1.530598095E9   37.547599   127.120096	0.0	
